,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,Exogenous variable
0,1.299959971232523,1.2997464332715585,1.2827802285505538,1.0817072318624914,1.4908730003563213,1.1613614219472357,1.0756497731387098,1.2085684808661123,1.321262761004803,1.620283970586193,1.5898217022649739,1.4495973648312135,1.2762410752321538,1.4063613815171179,1.316643516076395,1.6907238226722758,1.6817954807277429,1.429975032729582,1.4286446660267018,1.1170363928984932,2.494001760233854,-2.5446107272885907,-4.171969668924409,-1.4856383663087163,0.6940159541887984,2.633625168550662,-2.1836704798753166,-0.20846742033788646,-8.604208812467988,0.24054224818327072,2.6081974515364363,-0.3773437275368191,-4.416310124986777,0.3907140467470428,3.1870102045954884,8.944564374576032,-2.249340144813773,2.7729128143413826,5.456742310147049,2.9540588530213556,-3.9843366736160655,3.3527870750771553,-3.659076210694436,-1.5538754394289453,-1.8697980013924416,-2.020245831049108,2.011880294900989,4.722497680742918,3.2963517952941728,-4.250723633876471,4.404371191599408,1.8223555045918833,8.578734788717421,-2.9071299710744722,2.583804734136972,-0.3791130071035017,-0.40353022512395276,-2.0892112735360917,3.3002350504413616,5.010783614292965,-1.3313984560252137
1,1.2412598346529522,1.2512429996941337,1.40986889669889,1.378493973553111,1.1148467938406406,1.4339698564174588,1.4878742864376373,1.4549242990973452,1.1819555470511456,1.165624883334056,1.1382060444779465,1.1365414311332172,1.1194035391219725,1.3121785098027459,1.3057342117985995,1.033643563658872,1.0258290880208856,1.214271378455618,1.2637632253990276,1.5039811854582197,2.590874206459401,-2.4934466625115137,-4.288628069630996,-1.4144306644729776,0.785629107902501,2.83060105621679,-2.181569119952469,-0.20783856633994158,-8.633139873309824,0.3114682704724975,2.8663474491452923,-0.20098160844357896,-4.4484189765344455,0.19673478445723322,3.369059816871411,9.00211725329302,-2.209581295234843,2.7694100924232936,5.419884529033418,2.887024077481229,-4.075100683977048,3.356696838683942,-3.5774587023174678,-1.4124273117250536,-1.9354571070219433,-1.9871824337729256,2.177553821338237,4.870360231348645,3.1085941247692133,-4.192343488207612,4.516626874986483,1.776552886700655,8.47267102185556,-2.7701784720270073,2.6246086004644544,-0.3354893140135371,-0.47928503959644697,-2.181737296024138,3.2360994428940804,5.019461926533656,-1.270986367774373
2,1.3838407962818502,1.3700228778626191,1.1844770933154256,1.3441740213000293,1.4088081439399736,1.2669077286474837,1.1486713216257074,1.1408639727992231,1.4630033487628809,1.3789535889001328,1.4204378840812506,1.3227852571839704,1.360685189534909,1.2520750525781568,1.307443820342859,1.5670541365276391,1.485100377203455,1.294152989979782,1.0712898769890904,1.1827424320983775,2.4798581239924338,-2.3216578416968074,-4.3105044371811445,-1.6130949680831577,0.7565282211117357,2.7815424532772304,-2.1645928009817728,-0.2026582279149583,-8.701536377613674,0.17988016783962313,3.091741736481264,-0.20262151096282094,-4.469427003227798,0.2361183317211925,3.3362324401829975,9.046211768520681,-2.279118295535595,3.0541940595358503,5.320702780783706,2.995411707728137,-4.112968777752192,3.257146746866933,-3.6576157684095003,-1.3230070307406503,-1.8446219756033106,-2.1682096442781447,2.134402423255963,4.7472058523891025,3.0724722796909605,-4.2010397687588465,4.256182040176543,1.8461465932766672,8.56353277394528,-2.9596610494586666,2.6672487570701047,-0.37075292094216505,-0.5638290383059349,-2.221146865290833,3.193233204859461,4.960784363142088,-1.3142917206492921
3,1.0917166921498065,1.1307839548381726,1.2759851106551072,1.0488780712419494,1.1462009196940108,1.2562570211900068,1.457381555132306,1.2686204403668289,1.0991877551594653,0.9798958381100994,1.3150066448132325,1.0790758280156163,1.0776062533043778,1.0225865528328077,1.079884129404025,0.7983460564574327,0.9402427468303163,1.033549241201682,1.2993155845044078,1.4068239854815392,2.583530245343547,-2.164687277652202,-4.277274993884563,-1.5539355983446748,0.8416918043593654,2.7330322186631553,-2.081802781150941,-0.10614782008255318,-8.805857050499327,0.2570220535137275,3.086466359857578,-0.288345746020983,-4.265220454507943,0.3172427861568005,3.3228512324324653,9.25165741785245,-2.2837731346799384,2.9316814633598383,5.3652500006073565,3.0990854123395852,-4.141786949476469,3.2437904183577535,-3.6702901910083496,-1.474137722227843,-1.9024345923845327,-2.1764293374430346,2.0823092793999685,4.810920751226163,3.1050907116696793,-4.041013069541621,4.171525626943959,1.8760400197849683,8.497917496882303,-2.956247922269567,2.626514200880039,-0.5192161496737797,-0.5562639943496493,-2.0523468912684417,3.3138103285927003,4.857069293743852,-1.173811769501338
4,1.0601626341899837,1.25121533806586,0.9867299139086549,1.2269917132687362,1.0998075123781046,0.9127649855012991,1.0475846575710563,1.1000754177992618,0.9727903447641294,1.4125106542691013,0.9728506489453691,1.3150906937377438,1.162065120675286,1.2144374940949978,1.0549507546947192,1.375863179008282,1.1952845096304028,1.2833889568011698,0.8922291666313252,0.9265584305175801,2.564087940707799,-2.154830654542357,-4.278508648868975,-1.5515505300582246,0.8575393342645403,2.671152095709445,-2.0251657360282964,-0.14441808630870742,-8.83108476596581,0.3126638885268966,3.156407071689452,-0.1631458287630158,-4.310535582611709,0.4702594632702874,3.2853977094955256,9.369266614082628,-2.509771655405082,2.980727283230156,5.474422450065857,3.142863641540859,-4.114112844846173,3.4188582945263666,-3.8795172638778013,-1.481054812679207,-1.873456727635798,-2.0547341974197444,1.9720286713052628,4.769477884327069,3.1173590357187657,-3.7078102136337536,4.11773500505389,1.7794032302738547,8.496757317520606,-2.9140197923044764,2.6444453397423944,-0.6419663909594295,-0.6851076230818673,-1.9047507368538765,3.3917036908351714,4.898746142560361,-1.0912716310027764
5,1.4018493781753274,1.0999613021922747,1.337609097170112,0.936627216472977,1.2574559776351986,1.311110170575922,1.0751560041588766,1.1638790717297667,1.3906509727277192,1.0736858037017798,1.3394108622382292,1.0289212235126164,1.1529055004903423,0.9658390183634576,1.2557710406888831,0.9238689113387142,1.0470908380682056,1.1116552461221596,1.4959872308475892,1.280974466233291,2.5969160466058727,-2.1627701301899003,-4.180781112617705,-1.5995915085730892,0.8920606567353079,2.5487396878874575,-2.0822860060278905,-0.4408803493561019,-8.738174903322385,0.2504692370603475,3.0821515700568423,-0.16701080367021515,-4.248831386443461,0.38995270061755616,3.2213006860583633,9.446446137021487,-2.431894424120736,2.8871089200600233,5.626844816366253,3.2160909310739587,-4.138822195797729,3.345736971199964,-3.9163562333954434,-1.568374831723049,-1.8636753621481004,-2.0305640668145792,2.0365255840481447,4.687863054414723,3.0058424737732077,-3.652179528480013,4.062399711269819,1.564563089504185,8.459760188388621,-2.9700504781517245,2.5503735489885555,-0.6238327059450915,-0.9533633358762612,-1.9787688576069864,3.3094162387633506,4.698906170984474,-1.1964917649177318
6,1.1893908587029725,1.2909858379137567,1.172352909301751,1.718212319270401,1.098519087949626,1.0883444961166877,1.4667720913926343,1.3276505349295749,1.2735516661019723,1.3451075905390857,1.3945686816034444,1.4428932681994715,1.39170795502462,1.382407161256839,1.303490631825851,1.6311140480669626,1.3554416658677728,1.4361347445780004,1.0423338860776399,1.2372268491084786,2.4037868648640273,-2.128939233502248,-4.084260359358379,-1.601646724409255,1.0518553715130456,2.527566796865841,-2.138819082480432,-0.37929379257297585,-8.653601557600982,0.2762162721592558,2.8810769453559275,-0.1418049520790548,-4.178610030035319,0.2942832840129618,3.0724508486242827,9.384751273457924,-2.432626802791498,2.9269312427503067,5.618662655397522,3.1776535922006697,-4.195158371728169,3.2915802670769407,-3.8271354028878535,-1.702091478576658,-1.7782351547846813,-1.7881329292458235,2.003271270921496,4.657766896992924,2.923068701943854,-3.6954576714789886,4.2645015309406915,1.846946315418616,8.38025585172985,-3.0092630749621705,2.6319853672416222,-0.8594752437617719,-0.9393619461610877,-1.913912890205705,3.155974394321418,4.753909341061591,-1.3174334029912373
7,1.4616795154972522,1.464283403291136,1.485622203036301,0.966911147312563,1.5927948186956218,1.7388211233332562,1.2462321280922652,1.3150206214320561,1.437739027789234,1.5406707804063853,1.5071387644107441,1.2953403296577477,1.343871792019555,1.2463031278920418,1.5844870101706412,1.1927449283648695,1.5010358556757546,1.2005013087613752,1.7944462943512065,1.4893848380303292,2.3499440984406013,-2.031392699599675,-4.061128322605731,-1.531208873465345,1.225837211117868,2.4465078915836447,-2.2900563793949114,-0.43592423647043727,-8.616154238466613,0.24034808387308454,2.835815117378857,-0.15443954554781533,-4.155558650621239,0.3016187588955273,3.0612401186521394,9.413248082130009,-2.4880888235810183,2.947953972025727,5.389440079209865,3.2076546249114712,-4.183644306588083,3.271680366100662,-3.7679754288890432,-1.6134576793284026,-1.800549792685363,-1.8148991626415105,1.984412526295973,4.653826691458528,2.8704995883850235,-3.6381898325769493,4.353195667624393,1.664596466104336,8.455663496717705,-3.0581765430218812,2.7294185962671844,-1.0335402439255852,-1.0045083929722713,-1.8137749035910293,3.065135842823319,4.869053672645232,-1.4262437657171638
8,1.343767646229447,1.4672239722137324,1.3332003269375396,1.6795067291764738,1.2988541844586157,1.224580187097788,1.6053807003672078,1.4378428565284114,1.6197016234233836,1.3164199569748982,1.432575649237297,1.5387132078680488,1.594212886232718,1.6054485627074764,1.3380041024537346,1.6774030966178666,1.3182749599531425,1.5357612038815194,1.1243769271835076,1.5332620611933228,2.412561553099263,-2.075125792588237,-4.234694499143278,-1.5061973733344005,1.2833841649838247,2.4121279292405142,-2.081767710648273,-0.46376443659832495,-8.607209185470643,0.28246237006366826,2.712631407274243,-0.2694484541676949,-3.927571883606726,0.34020176525735085,3.1051547356009457,9.372833507302532,-2.58735288089669,2.9509513229995012,5.230105969195343,3.0512859087088677,-4.131411805001066,3.253057571791853,-3.772123207587122,-1.6464241878688952,-1.7025274034078248,-1.8336129572169688,2.0114536510204957,4.768856950573198,2.8677668054071908,-3.674162968190709,4.156530078748387,1.6756560009372126,8.375079030635018,-3.0100082071393883,2.5850832129301553,-1.0992553735347594,-0.889076096166017,-1.9452428211823265,2.985041904463793,4.920318795328617,-1.4410753574064195
9,1.6813224785322216,1.3759979746488944,1.6248789319977328,1.2955389665692256,1.6321816890402472,1.789953703415103,1.512879902592028,1.6208878589841693,1.4837352163357043,1.5839191184572532,1.3168470467249107,1.4905131387621853,1.414758036942905,1.378419246267053,1.640566907158377,1.4671944606146263,1.5053066713419103,1.3737413787748212,1.7402756995434023,1.524112604634259,2.340986164893225,-2.151817701394784,-4.156859406667934,-1.401165026987249,1.3012191123884176,2.5509862870360283,-2.1577992269705955,-0.4982859854845981,-8.672618134970387,0.3393880787856588,2.736774061349665,-0.49437162620389163,-3.84185683805546,0.37200227643402817,3.11571785589743,9.379167996265059,-2.702010323599596,3.0360841969737637,5.361744206502106,2.984574624137867,-4.110208187770236,3.325221242543714,-3.769007307873831,-1.5580780556707008,-1.5612064657184321,-1.8781177280264472,2.2525266226850014,4.7848897456539925,2.84264015639462,-3.683725581232559,4.241961897185094,1.6276446947806622,8.387039685804869,-2.941853485713359,2.7571378054897986,-1.0830409411060307,-0.9069150298348216,-1.9184169106985691,2.892256193038055,4.835342462257956,-1.5277708372909606
